STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595143747 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 26
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1727661109851
CPU_CLOCKS_UNHALTED,PMC1,1283398973867
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,17989539978
TABLE,Group 1 Metric,L2,8
Metric,HWThread 26,
Runtime (RDTSC) [s],536.6883,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7429,
L2D load bandwidth [MBytes/s],2145.2501,
L2D load data volume [GBytes],1151.3306,
L2 bandwidth [MBytes/s],2145.2501,
L2 data volume [GBytes],1151.3306,
