JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6150690      6150690      experimen+   standard                                                                                                                                                                                                             256   00:00:33  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G          7.23K                                                                                                                           billing=6+ billing=2+                                                                                                                                                                                                                                 
6150690.bat+ 6150690.bat+      batch               158360K      nid005679              0    158360K      1812K  nid005679          0      1812K        0    nid005679              0          0   00:00:00  nid005679          0   00:00:00        1        256   00:00:33  COMPLETED      0:0      2.25G             0             0             0                     6.49K            0       nid005679               0              0        0.00M        nid005679                0          0.00M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=235,fs/+ energy=nid005679,f+ fs/disk=0,fs/lustr+ energy=71,fs/d+ energy=71,fs/d+ 
6150690.ext+ 6150690.ext+     extern                 7508K      nid005679              0      7508K       720K  nid005679          0       720K        0    nid005679              0          0   00:00:00  nid005679          0   00:00:00        1        256   00:00:33  COMPLETED      0:0      2.25G             0             0             0                     7.23K        0.00M       nid005679               0          0.00M        0.00M        nid005679                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=235,fs/+ energy=nid005679,f+ fs/disk=0,fs/lustr+ energy=112,fs/+ energy=112,fs/+ 
6150690.0    6150690.0    perfwrapp+               284172K      nid005679             19    284172K      3488K  nid005679          0    2614464        2    nid005679              2          0   00:00:00  nid005679         19   00:00:00       64        256   00:00:07  COMPLETED      0:0       128G       Unknown            2G       Unknown                       721        2.97M       nid005679               0          2.92M        0.01M        nid005679                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=19,fs/disk=19+ cpu=00:00:00,+ energy=251,fs/+ energy=nid005679,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=203,fs/+ 
6150690.1    6150690.1    perfwrapp+               284172K      nid005679             60    284172K      4960K  nid005679          0      4908K        3    nid005679             62          0   00:00:00  nid005679         60   00:00:00       64        256   00:00:06  COMPLETED      0:0       128G       Unknown            2G       Unknown                       583        2.97M       nid005679              10          2.69M        0.00M        nid005679               10          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=5,fs/disk=10,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=60,fs/disk=60+ cpu=00:00:01,+ energy=298,fs/+ energy=nid005679,f+ fs/disk=10,fs/lust+ energy=3,fs/di+ energy=220,fs/+ 
6150690.2    6150690.2    perfwrapp+               284172K      nid005679              7    284172K     27176K  nid005679         10      6603K      127    nid005679              0         11   00:00:00  nid005679          7   00:00:00       64        256   00:00:03     FAILED      1:0       128G       Unknown            2G       Unknown                       222        0.08M       nid005679              12          0.07M        0.00M        nid005679                2          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=10,fs/disk=12+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=7,fs/disk=7,f+ cpu=00:00:04,+ energy=223,fs/+ energy=nid005679,f+ fs/disk=2,fs/lustr+ energy=2,fs/di+ energy=189,fs/+ 
6150690.3    6150690.3    perfwrapp+               284172K      nid005679             49    284172K      5008K  nid005679         49   4386.50K        2    nid005679              5          0   00:00:00  nid005679         49   00:00:00       64        256   00:00:05  COMPLETED      0:0       128G       Unknown            2G       Unknown                       612        2.97M       nid005679               0          2.64M        0.01M        nid005679                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=20,fs/disk=0,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=49,fs/disk=49+ cpu=00:00:00,+ energy=289,fs/+ energy=nid005679,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=213,fs/+ 
6150690.4    6150690.4    perfwrapp+               284172K      nid005679              8    284172K      3428K  nid005679          1    2612864        2    nid005679             17          0   00:00:00  nid005679          8   00:00:00       64        256   00:00:06  COMPLETED      0:0       128G       Unknown            2G       Unknown                       588        2.97M       nid005679               0          2.83M        0.01M        nid005679                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=16,fs/disk=0,+ cpu=00:00:00,+ cpu=nid005679,ene+ cpu=8,fs/disk=8,f+ cpu=00:00:00,+ energy=298,fs/+ energy=nid005679,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=224,fs/+ 
