STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.59513689 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 40
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1809319054861
CPU_CLOCKS_UNHALTED,PMC1,1233970939957
DATA_CACHE_ACCESSES,PMC2,905292523541
DATA_CACHE_REFILLS_ALL,PMC3,6421524745
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 40,
Runtime (RDTSC) [s],589.3812,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6820,
data cache requests,905292523541,
data cache request rate,0.5003,
data cache misses,6421524745,
data cache miss rate,0.0035,
data cache miss ratio,0.0071,
