STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.59512574 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 90
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2124953456238
CPU_CLOCKS_UNHALTED,PMC1,1241570931808
RETIRED_UOPS,PMC2,2118884765586
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 90,
Runtime (RDTSC) [s],589.8392,
Runtime unhalted [s],478.4242,
Clock [MHz],-,
CPI,0.5843,
CPI (based on uops),0.5860,
IPC,1.7115,
