STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595129139 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 34
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1990605009132
CPU_CLOCKS_UNHALTED,PMC1,1231919350427
DATA_CACHE_ACCESSES,PMC2,995980091428
DATA_CACHE_REFILLS_ALL,PMC3,6497624858
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 34,
Runtime (RDTSC) [s],591.4663,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6189,
data cache requests,995980091428,
data cache request rate,0.5003,
data cache misses,6497624858,
data cache miss rate,0.0033,
data cache miss ratio,0.0065,
