STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595112144 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 106
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1975320950953
CPU_CLOCKS_UNHALTED,PMC1,1259891078197
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,21486228561
TABLE,Group 1 Metric,L2,8
Metric,HWThread 106,
Runtime (RDTSC) [s],594.5996,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6378,
L2D load bandwidth [MBytes/s],2312.6801,
L2D load data volume [GBytes],1375.1186,
L2 bandwidth [MBytes/s],2312.6801,
L2 data volume [GBytes],1375.1186,
