STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595129377 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 109
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1979173031933
CPU_CLOCKS_UNHALTED,PMC1,1369268524963
DATA_CACHE_ACCESSES,PMC2,987916660670
DATA_CACHE_REFILLS_ALL,PMC3,5148359105
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 109,
Runtime (RDTSC) [s],578.1869,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6918,
data cache requests,987916660670,
data cache request rate,0.4992,
data cache misses,5148359105,
data cache miss rate,0.0026,
data cache miss ratio,0.0052,
