STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595143673 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 112
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3199980235222
CPU_CLOCKS_UNHALTED,PMC1,1642809923851
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,28443779375
TABLE,Group 1 Metric,L2,8
Metric,HWThread 112,
Runtime (RDTSC) [s],662.5764,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5134,
L2D load bandwidth [MBytes/s],2747.4595,
L2D load data volume [GBytes],1820.4019,
L2 bandwidth [MBytes/s],2747.4595,
L2 data volume [GBytes],1820.4019,
