STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595103552 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 54
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3265040865661
CPU_CLOCKS_UNHALTED,PMC1,1647719474427
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,26569658798
TABLE,Group 1 Metric,L2,8
Metric,HWThread 54,
Runtime (RDTSC) [s],662.2152,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5047,
L2D load bandwidth [MBytes/s],2567.8331,
L2D load data volume [GBytes],1700.4582,
L2 bandwidth [MBytes/s],2567.8331,
L2 data volume [GBytes],1700.4582,
