STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595127713 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 83
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5740636298
CPU_CLOCKS_UNHALTED,PMC1,2633677437
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,77622593
TABLE,Group 1 Metric,L2,8
Metric,HWThread 83,
Runtime (RDTSC) [s],18.6999,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4588,
L2D load bandwidth [MBytes/s],265.6611,
L2D load data volume [GBytes],4.9678,
L2 bandwidth [MBytes/s],265.6611,
L2 data volume [GBytes],4.9678,
