STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595111029 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 92
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5438099060
CPU_CLOCKS_UNHALTED,PMC1,2529785252
DATA_CACHE_ACCESSES,PMC2,2624054875
DATA_CACHE_REFILLS_ALL,PMC3,8881537
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 92,
Runtime (RDTSC) [s],20.7464,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4652,
data cache requests,2624054875,
data cache request rate,0.4825,
data cache misses,8881537,
data cache miss rate,0.0016,
data cache miss ratio,0.0034,
