    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5775974-sb   jvandijk   experiment-ear.j MO     1     2.61/2.60/---    1003.00    214.42   ---     ---   215062       ---      ---     ---   ---             ---     ---          
[0m[0m5775974-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   982.00     522.48   117.31  0.70  513076       0.9020   0.4     23.6  0.00/---        ---     ---          

