JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6146622      6146622      experimen+   standard                                                                                                                                                                                                             256   00:00:22  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G          5.23K                                                                                                                           billing=6+ billing=2+                                                                                                                                                                                                                                 
6146622.bat+ 6146622.bat+      batch               158360K      nid006850              0    158360K      1816K  nid006850          0      1816K        0    nid006850              0          0   00:00:00  nid006850          0   00:00:00        1        256   00:00:22  COMPLETED      0:0      2.25G             0             0             0                     4.97K            0       nid006850               0              0        0.00M        nid006850                0          0.00M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=236,fs/+ energy=nid006850,f+ fs/disk=0,fs/lustr+ energy=78,fs/d+ energy=78,fs/d+ 
6146622.ext+ 6146622.ext+     extern                 7508K      nid006850              0      7508K       648K  nid006850          0       648K        0    nid006850              0          0   00:00:00  nid006850          0   00:00:00        1        256   00:00:22  COMPLETED      0:0      2.25G             0             0             0                     5.23K        0.00M       nid006850               0          0.00M        0.00M        nid006850                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=236,fs/+ energy=nid006850,f+ fs/disk=0,fs/lustr+ energy=77,fs/d+ energy=77,fs/d+ 
6146622.0    6146622.0    perfwrapp+               284172K      nid006850             48    284172K      2544K  nid006850         48    2602816        1    nid006850              4          0   00:00:00  nid006850         48   00:00:00       64        256   00:00:05  COMPLETED      0:0       128G       Unknown            2G       Unknown                       837        2.97M       nid006850              11          1.90M        0.00M        nid006850               11          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=2,fs/disk=11,+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=48,fs/disk=48+ cpu=00:00:00,+ energy=306,fs/+ energy=nid006850,f+ fs/disk=11,fs/lust+ energy=3,fs/di+ energy=233,fs/+ 
6146622.1    6146622.1    perfwrapp+               284172K      nid006850              0    284172K      4976K  nid006850         59    2794560        2    nid006850              1          0   00:00:00  nid006850          0   00:00:00       64        256   00:00:04  COMPLETED      0:0       128G       Unknown            2G       Unknown                       737        2.97M       nid006850              10          2.50M        0.00M        nid006850               10          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=22,fs/disk=10+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=287,fs/+ energy=nid006850,f+ fs/disk=10,fs/lust+ energy=3,fs/di+ energy=206,fs/+ 
6146622.2    6146622.2    perfwrapp+               284172K      nid006850             42    284172K      4988K  nid006850         42    4397312        3    nid006850              2          0   00:00:00  nid006850         42   00:00:00       64        256   00:00:02     FAILED      1:0       128G       Unknown            2G       Unknown                       220        0.08M       nid006850              10          0.06M        0.00M        nid006850                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=17,fs/disk=10+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=42,fs/disk=42+ cpu=00:00:00,+ energy=243,fs/+ energy=nid006850,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=218,fs/+ 
6146622.3    6146622.3    perfwrapp+               284172K      nid006850             32    284172K      5028K  nid006850          0    5096256      101    nid006850              1          1   00:00:00  nid006850         32   00:00:00       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       714        2.97M       nid006850               0          2.74M        0.01M        nid006850                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=1,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=32,fs/disk=32+ cpu=00:00:01,+ energy=296,fs/+ energy=nid006850,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=231,fs/+ 
6146622.4    6146622.4    cube-benc+               284164K      nid006850             12    284164K      2532K  nid006850         35    2590528      110    nid006850             37         79   00:00:00  nid006850         12   00:00:01       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       486        2.88M       nid006850               0          2.61M        0.01M        nid006850                0          0.00M            cpu=256,m+ cpu=00:00:01,+ cpu=00:00:01,+ cpu=nid006850,ene+ cpu=2,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006850,ene+ cpu=12,fs/disk=12+ cpu=00:01:23,+ energy=352,fs/+ energy=nid006850,f+ fs/disk=0,fs/lustr+ energy=4,fs/di+ energy=276,fs/+ 
