STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595153918 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 86
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2196871372641
CPU_CLOCKS_UNHALTED,PMC1,1382724482086
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,28329372653
TABLE,Group 1 Metric,L2,8
Metric,HWThread 86,
Runtime (RDTSC) [s],562.1462,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6294,
L2D load bandwidth [MBytes/s],3225.2819,
L2D load data volume [GBytes],1813.0798,
L2 bandwidth [MBytes/s],3225.2819,
L2 data volume [GBytes],1813.0798,
