STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595152843 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 68
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2439282435427
CPU_CLOCKS_UNHALTED,PMC1,1389077840249
RETIRED_UOPS,PMC2,2427928969603
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 68,
Runtime (RDTSC) [s],561.6150,
Runtime unhalted [s],535.2586,
Clock [MHz],-,
CPI,0.5695,
CPI (based on uops),0.5721,
IPC,1.7560,
