STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595137849 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 7
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4778894876
CPU_CLOCKS_UNHALTED,PMC1,2034725890
DATA_CACHE_ACCESSES,PMC2,2280058993
DATA_CACHE_REFILLS_ALL,PMC3,8248497
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 7,
Runtime (RDTSC) [s],12.0928,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4258,
data cache requests,2280058993,
data cache request rate,0.4771,
data cache misses,8248497,
data cache miss rate,0.0017,
data cache miss ratio,0.0036,
