STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595146763 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 95
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1270155741134
CPU_CLOCKS_UNHALTED,PMC1,627651857955
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,9212015257
TABLE,Group 1 Metric,L2,8
Metric,HWThread 95,
Runtime (RDTSC) [s],276.5653,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4942,
L2D load bandwidth [MBytes/s],2131.7533,
L2D load data volume [GBytes],589.5690,
L2 bandwidth [MBytes/s],2131.7533,
L2 data volume [GBytes],589.5690,
