STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595132591 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 113
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1572179485644
CPU_CLOCKS_UNHALTED,PMC1,647392669628
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,16320240967
TABLE,Group 1 Metric,L2,8
Metric,HWThread 113,
Runtime (RDTSC) [s],277.6451,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4118,
L2D load bandwidth [MBytes/s],3761.9809,
L2D load data volume [GBytes],1044.4954,
L2 bandwidth [MBytes/s],3761.9809,
L2 data volume [GBytes],1044.4954,
