STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595132041 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 68
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1374153671257
CPU_CLOCKS_UNHALTED,PMC1,640149420623
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,10737345316
TABLE,Group 1 Metric,L2,8
Metric,HWThread 68,
Runtime (RDTSC) [s],276.9211,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4658,
L2D load bandwidth [MBytes/s],2481.5379,
L2D load data volume [GBytes],687.1901,
L2 bandwidth [MBytes/s],2481.5379,
L2 data volume [GBytes],687.1901,
