STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.59503249 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 7
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1379369958023
CPU_CLOCKS_UNHALTED,PMC1,662028248213
RETIRED_UOPS,PMC2,1379922509643
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 7,
Runtime (RDTSC) [s],288.5354,
Runtime unhalted [s],255.1137,
Clock [MHz],-,
CPI,0.4799,
CPI (based on uops),0.4798,
IPC,2.0836,
