STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595119079 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 2
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1435769938750
CPU_CLOCKS_UNHALTED,PMC1,641987534756
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,9720223702
TABLE,Group 1 Metric,L2,8
Metric,HWThread 2,
Runtime (RDTSC) [s],276.4530,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4471,
L2D load bandwidth [MBytes/s],2250.2714,
L2D load data volume [GBytes],622.0943,
L2 bandwidth [MBytes/s],2250.2714,
L2 data volume [GBytes],622.0943,
