STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595143721 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 103
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1135670819031
CPU_CLOCKS_UNHALTED,PMC1,639465191529
DATA_CACHE_ACCESSES,PMC2,567726381166
DATA_CACHE_REFILLS_ALL,PMC3,3036477070
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 103,
Runtime (RDTSC) [s],285.6461,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5631,
data cache requests,567726381166,
data cache request rate,0.4999,
data cache misses,3036477070,
data cache miss rate,0.0027,
data cache miss ratio,0.0053,
