STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595067745 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 34
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1165874674416
CPU_CLOCKS_UNHALTED,PMC1,658067442960
RETIRED_UOPS,PMC2,1161354123181
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 34,
Runtime (RDTSC) [s],289.0901,
Runtime unhalted [s],253.5839,
Clock [MHz],-,
CPI,0.5644,
CPI (based on uops),0.5666,
IPC,1.7717,
