    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5809734-sb   jvandijk   experiment-ear.j MO     1     2.38/2.40/---    1262.00    193.03   ---     ---   243609       ---      ---     ---   ---             ---     ---          
[0m[0m5809734-0    jvandijk   experiment-ear.j MO     1     2.39/2.40/1.80   1249.74    227.97   97.80   0.63  284904       1.4958   0.1     10.1  0.00/---        ---     ---          

