JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6150319      6150319      experimen+   standard                                                                                                                                                                                                             256   00:14:06  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G        280.36K                                                                                                                           billing=6+ billing=2+                                                                                                                                                                                                                                 
6150319.bat+ 6150319.bat+      batch               428428K      nid002122              0    428428K     21080K  nid002122          0     21080K        7    nid002122              0          7   00:00:00  nid002122          0   00:00:00        1        256   00:14:06  COMPLETED      0:0         2G             0             0             0                   280.06K       61.27M       nid002122               0         61.27M       57.05M        nid002122                0         57.05M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid002122,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid002122,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=337,fs/+ energy=nid002122,f+ fs/disk=0,fs/lustr+ energy=303,fs/+ energy=303,fs/+ 
6150319.ext+ 6150319.ext+     extern                 7508K      nid002122              0      7508K       648K  nid002122          0       648K        0    nid002122              0          0   00:00:00  nid002122          0   00:00:00        1        256   00:14:06  COMPLETED      0:0      2.25G             0             0             0                   280.36K        0.00M       nid002122               0          0.00M        0.00M        nid002122                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid002122,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid002122,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=337,fs/+ energy=nid002122,f+ fs/disk=0,fs/lustr+ energy=300,fs/+ energy=300,fs/+ 
6150319.0    6150319.0    cube-benc+              2149404K      nid002122             38   1440832K    195284K  nid002122         22 144851.50K      246    nid002122             37        176   00:13:59  nid002122         63   00:13:59       64        256   00:14:02  COMPLETED      0:0    314.02M       Unknown            2G       Unknown                        25        2.88M       nid002122               0          2.88M        0.01M        nid002122                0          0.00M            cpu=256,m+ cpu=00:13:59,+ cpu=00:13:59,+ cpu=nid002122,ene+ cpu=57,fs/disk=0,+ cpu=00:13:59,+ cpu=nid002122,ene+ cpu=63,fs/disk=63+ cpu=14:55:33,+ energy=339,fs/+ energy=nid002122,f+ fs/disk=0,fs/lustr+ energy=7,fs/di+ energy=471,fs/+ 
