STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595119358 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 22
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2357625276053
CPU_CLOCKS_UNHALTED,PMC1,1381594222065
DATA_CACHE_ACCESSES,PMC2,1163543229578
DATA_CACHE_REFILLS_ALL,PMC3,6111951923
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 22,
Runtime (RDTSC) [s],561.1520,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5860,
data cache requests,1163543229578,
data cache request rate,0.4935,
data cache misses,6111951923,
data cache miss rate,0.0026,
data cache miss ratio,0.0053,
