    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5775976-sb   jvandijk   experiment-ear.j MO     1     2.58/2.60/---    958.00     330.92   ---     ---   317025       ---      ---     ---   ---             ---     ---          
[0m[0m5775976-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   924.94     502.98   118.91  0.71  465223       0.9948   0.4     21.2  0.00/---        ---     ---          

