    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5775978-sb   jvandijk   experiment-ear.j MO     1     2.59/2.60/---    872.00     237.14   ---     ---   206786       ---      ---     ---   ---             ---     ---          
[0m[0m5775978-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   836.36     480.03   130.94  0.72  401479       1.0926   0.4     19.4  0.00/---        ---     ---          

