STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595135236 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 37
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6436568903
CPU_CLOCKS_UNHALTED,PMC1,2875557683
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,74091229
TABLE,Group 1 Metric,L2,8
Metric,HWThread 37,
Runtime (RDTSC) [s],20.7999,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4468,
L2D load bandwidth [MBytes/s],227.9738,
L2D load data volume [GBytes],4.7418,
L2 bandwidth [MBytes/s],227.9738,
L2 data volume [GBytes],4.7418,
