STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595140325 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 8
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,7642898660
CPU_CLOCKS_UNHALTED,PMC1,3067613894
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,70217884
TABLE,Group 1 Metric,L2,8
Metric,HWThread 8,
Runtime (RDTSC) [s],20.8273,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4014,
L2D load bandwidth [MBytes/s],215.7718,
L2D load data volume [GBytes],4.4939,
L2 bandwidth [MBytes/s],215.7718,
L2 data volume [GBytes],4.4939,
