STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595121438 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 75
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1620085816922
CPU_CLOCKS_UNHALTED,PMC1,1204520404312
DATA_CACHE_ACCESSES,PMC2,808210209484
DATA_CACHE_REFILLS_ALL,PMC3,4107108788
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 75,
Runtime (RDTSC) [s],514.2945,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7435,
data cache requests,808210209484,
data cache request rate,0.4989,
data cache misses,4107108788,
data cache miss rate,0.0025,
data cache miss ratio,0.0051,
