STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595126293 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 99
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1877246005811
CPU_CLOCKS_UNHALTED,PMC1,1245348368671
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,15569823880
TABLE,Group 1 Metric,L2,8
Metric,HWThread 99,
Runtime (RDTSC) [s],519.5479,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6634,
L2D load bandwidth [MBytes/s],1917.9535,
L2D load data volume [GBytes],996.4687,
L2 bandwidth [MBytes/s],1917.9535,
L2 data volume [GBytes],996.4687,
