STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595134375 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 28
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1829297105532
CPU_CLOCKS_UNHALTED,PMC1,1224330430835
DATA_CACHE_ACCESSES,PMC2,920375195847
DATA_CACHE_REFILLS_ALL,PMC3,3822735695
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 28,
Runtime (RDTSC) [s],514.1346,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6693,
data cache requests,920375195847,
data cache request rate,0.5031,
data cache misses,3822735695,
data cache miss rate,0.0021,
data cache miss ratio,0.0042,
