STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595099665 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 74
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1545151687190
CPU_CLOCKS_UNHALTED,PMC1,1212414780466
RETIRED_UOPS,PMC2,1532039701966
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 74,
Runtime (RDTSC) [s],516.3533,
Runtime unhalted [s],467.1939,
Clock [MHz],-,
CPI,0.7847,
CPI (based on uops),0.7914,
IPC,1.2744,
