STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595093849 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 101
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1556331722144
CPU_CLOCKS_UNHALTED,PMC1,1221416580280
DATA_CACHE_ACCESSES,PMC2,770022812760
DATA_CACHE_REFILLS_ALL,PMC3,4526067774
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 101,
Runtime (RDTSC) [s],514.4939,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7848,
data cache requests,770022812760,
data cache request rate,0.4948,
data cache misses,4526067774,
data cache miss rate,0.0029,
data cache miss ratio,0.0059,
