STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595109054 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 67
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1859729041664
CPU_CLOCKS_UNHALTED,PMC1,896097926575
DATA_CACHE_ACCESSES,PMC2,934811974103
DATA_CACHE_REFILLS_ALL,PMC3,5158258632
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 67,
Runtime (RDTSC) [s],369.7791,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4818,
data cache requests,934811974103,
data cache request rate,0.5027,
data cache misses,5158258632,
data cache miss rate,0.0028,
data cache miss ratio,0.0055,
