JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6146620      6146620      experimen+   standard                                                                                                                                                                                                             256   00:00:21  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G          5.68K                                                                                                                           billing=6+ billing=2+                                                                                                                                                                                                                                 
6146620.bat+ 6146620.bat+      batch               158360K      nid004760              0    158360K      1816K  nid004760          0      1816K        0    nid004760              0          0   00:00:00  nid004760          0   00:00:00        1        256   00:00:21  COMPLETED      0:0      2.25G             0             0             0                     5.30K            0       nid004760               0              0        0.00M        nid004760                0          0.00M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=252,fs/+ energy=nid004760,f+ fs/disk=0,fs/lustr+ energy=84,fs/d+ energy=84,fs/d+ 
6146620.ext+ 6146620.ext+     extern                 7508K      nid004760              0      7508K       724K  nid004760          0       724K        0    nid004760              0          0   00:00:00  nid004760          0   00:00:00        1        256   00:00:22  COMPLETED      0:0      2.25G             0             0             0                     5.68K        0.00M       nid004760               0          0.00M        0.00M        nid004760                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=246,fs/+ energy=nid004760,f+ fs/disk=0,fs/lustr+ energy=82,fs/d+ energy=82,fs/d+ 
6146620.0    6146620.0    perfwrapp+               284172K      nid004760             15    284172K      4960K  nid004760         36    4375680        2    nid004760             10          0   00:00:00  nid004760         15   00:00:00       64        256   00:00:06  COMPLETED      0:0       128G       Unknown            2G       Unknown                       872        2.97M       nid004760               0          2.46M        0.01M        nid004760                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=15,fs/disk=15+ cpu=00:00:00,+ energy=332,fs/+ energy=nid004760,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=255,fs/+ 
6146620.1    6146620.1    perfwrapp+               284172K      nid004760             15    284172K      5000K  nid004760         15    5067520      129    nid004760              5          5   00:00:00  nid004760         15   00:00:00       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       766        2.97M       nid004760               0          2.78M        0.01M        nid004760                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=1,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=15,fs/disk=15+ cpu=00:00:02,+ energy=330,fs/+ energy=nid004760,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=253,fs/+ 
6146620.2    6146620.2    perfwrapp+               284172K      nid004760              9    284172K      5000K  nid004760         36    4406144        2    nid004760             13          0   00:00:00  nid004760          9   00:00:00       64        256   00:00:02     FAILED      1:0       128G       Unknown            2G       Unknown                       237        0.08M       nid004760              10          0.06M        0.00M        nid004760                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=50,fs/disk=10+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=9,fs/disk=9,f+ cpu=00:00:00,+ energy=260,fs/+ energy=nid004760,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=233,fs/+ 
6146620.3    6146620.3    perfwrapp+               284172K      nid004760              3    284172K     27988K  nid004760         17    4903680      121    nid004760             17          5   00:00:00  nid004760          3   00:00:00       64        256   00:00:04  COMPLETED      0:0       128G       Unknown            2G       Unknown                       737        2.97M       nid004760               0          2.88M        0.01M        nid004760                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=1,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=3,fs/disk=3,f+ cpu=00:00:02,+ energy=330,fs/+ energy=nid004760,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=254,fs/+ 
6146620.4    6146620.4    cube-benc+               284164K      nid004760             12    284164K      4952K  nid004760         12    5034688      121    nid004760             25         76   00:00:00  nid004760         12   00:00:01       64        256   00:00:02  COMPLETED      0:0       128G       Unknown            2G       Unknown                       505        2.88M       nid004760               0          2.48M        0.01M        nid004760                0          0.00M            cpu=256,m+ cpu=00:00:01,+ cpu=00:00:01,+ cpu=nid004760,ene+ cpu=2,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004760,ene+ cpu=12,fs/disk=12+ cpu=00:01:10,+ energy=367,fs/+ energy=nid004760,f+ fs/disk=0,fs/lustr+ energy=4,fs/di+ energy=301,fs/+ 
