STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595127083 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 113
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2880160424360
CPU_CLOCKS_UNHALTED,PMC1,1381478749125
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,17239850737
TABLE,Group 1 Metric,L2,8
Metric,HWThread 113,
Runtime (RDTSC) [s],571.0749,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4797,
L2D load bandwidth [MBytes/s],1932.0591,
L2D load data volume [GBytes],1103.3504,
L2 bandwidth [MBytes/s],1932.0591,
L2 data volume [GBytes],1103.3504,
