STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595061323 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 58
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2611226776007
CPU_CLOCKS_UNHALTED,PMC1,1365389125899
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,17574721879
TABLE,Group 1 Metric,L2,8
Metric,HWThread 58,
Runtime (RDTSC) [s],569.0945,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5229,
L2D load bandwidth [MBytes/s],1976.4420,
L2D load data volume [GBytes],1124.7822,
L2 bandwidth [MBytes/s],1976.4420,
L2 data volume [GBytes],1124.7822,
