STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595057183 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 21
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2169359047836
CPU_CLOCKS_UNHALTED,PMC1,1345453512017
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,20378929225
TABLE,Group 1 Metric,L2,8
Metric,HWThread 21,
Runtime (RDTSC) [s],569.9539,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6202,
L2D load bandwidth [MBytes/s],2288.3457,
L2D load data volume [GBytes],1304.2515,
L2 bandwidth [MBytes/s],2288.3457,
L2 data volume [GBytes],1304.2515,
