Cnode ID, Thread ID,CYCLES_NOT_IN_HALT,RETIRED_INSTRUCTIONS,perf::PERF_COUNT_HW_CACHE_L1D:MISS,perf::PERF_COUNT_HW_CACHE_L1D:ACCESS,execution,mpi,comp,regionName,iteration
0,0,1410135416580,2972302659666,12747363286,1591148628308,557.914,216.211,341.703,iterate,0
0,1,1396552209277,2661645255588,14905136885,1413500282600,557.916,149.191,408.725,iterate,0
0,2,1398287397722,2583183339811,14965390102,1370233778596,557.912,134.115,423.797,iterate,0
0,3,1393448207577,2634687550650,14881502342,1401561558498,557.913,159.01,398.903,iterate,0
0,4,1396841725156,2622371672716,14693707697,1394460321402,557.912,157.053,400.859,iterate,0
0,5,1401634454583,2579800041681,14975278005,1370110406226,557.879,143.9,413.979,iterate,0
0,6,1395081350342,2525761762403,15245952475,1340646341581,557.863,133.899,423.964,iterate,0
0,7,1415293960761,3110894075276,13032223796,1666342336826,557.862,220.801,337.061,iterate,0
0,8,1406793417355,2846809384076,13641165791,1519311300044,557.916,185.48,372.436,iterate,0
0,9,1386644356312,2409031541918,16260872919,1276343735182,557.918,111.783,446.136,iterate,0
0,10,1383734359584,2312701906152,16296098591,1223398697500,557.92,100.073,457.847,iterate,0
0,11,1383445985951,2430592834074,19394267409,1290964219969,557.919,123.887,434.032,iterate,0
0,12,1380458485549,2377559176030,16041344094,1259222416739,557.919,117.014,440.904,iterate,0
0,13,1388582865610,2418117198660,17656658719,1284225752522,557.889,108.389,449.5,iterate,0
0,14,1382211528466,2307550376224,16314987834,1224040327584,557.872,98.4953,459.376,iterate,0
0,15,1411488760207,2838263287501,14179643837,1515681531720,557.869,187.031,370.838,iterate,0
0,16,1407754688816,2787521793890,13660945361,1487716914329,557.918,186.703,371.215,iterate,0
0,17,1386344663688,2366508450794,16237736749,1252491086257,557.92,111.943,445.977,iterate,0
0,18,1379200144229,2292239817181,16280160976,1211740409654,557.919,100.668,457.251,iterate,0
0,19,1381460744339,2419042577158,16086870543,1284069094728,557.92,124.443,433.477,iterate,0
