STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595128301 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 87
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2705335217105
CPU_CLOCKS_UNHALTED,PMC1,1624171269678
RETIRED_UOPS,PMC2,2688012921027
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 87,
Runtime (RDTSC) [s],661.2352,
Runtime unhalted [s],625.8539,
Clock [MHz],-,
CPI,0.6004,
CPI (based on uops),0.6042,
IPC,1.6657,
