STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595143539 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 87
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1493349248925
CPU_CLOCKS_UNHALTED,PMC1,889069671094
RETIRED_UOPS,PMC2,1482837000778
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 87,
Runtime (RDTSC) [s],369.8457,
Runtime unhalted [s],342.5898,
Clock [MHz],-,
CPI,0.5954,
CPI (based on uops),0.5996,
IPC,1.6797,
