STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595075611 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 16
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1774702836765
CPU_CLOCKS_UNHALTED,PMC1,887584215819
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,15405236725
TABLE,Group 1 Metric,L2,8
Metric,HWThread 16,
Runtime (RDTSC) [s],368.6583,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5001,
L2D load bandwidth [MBytes/s],2674.3878,
L2D load data volume [GBytes],985.9352,
L2 bandwidth [MBytes/s],2674.3878,
L2 data volume [GBytes],985.9352,
