STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595144329 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 19
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1363211574484
CPU_CLOCKS_UNHALTED,PMC1,880214039609
RETIRED_UOPS,PMC2,1339751628890
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 19,
Runtime (RDTSC) [s],369.8121,
Runtime unhalted [s],339.1773,
Clock [MHz],-,
CPI,0.6457,
CPI (based on uops),0.6570,
IPC,1.5487,
