STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595065801 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 36
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4427095214
CPU_CLOCKS_UNHALTED,PMC1,2214697675
RETIRED_UOPS,PMC2,4425898892
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 36,
Runtime (RDTSC) [s],11.7178,
Runtime unhalted [s],0.8534,
Clock [MHz],-,
CPI,0.5003,
CPI (based on uops),0.5004,
IPC,1.9990,
