STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595091314 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 39
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4750012187
CPU_CLOCKS_UNHALTED,PMC1,2223127222
DATA_CACHE_ACCESSES,PMC2,2246902964
DATA_CACHE_REFILLS_ALL,PMC3,10206213
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 39,
Runtime (RDTSC) [s],12.3525,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4680,
data cache requests,2246902964,
data cache request rate,0.4730,
data cache misses,10206213,
data cache miss rate,0.0021,
data cache miss ratio,0.0045,
