JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
5775998;0;tcn710;2388000;1800000;2400000;1.010635;0.511388;86.286655;440.431842;11.189624;22.056445;739.413266;0.000000;534.629669;5320296173467;10403635563815;902.307215;91702789713;63807720157;0;0;0;21880578152008;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712162949;25;03-04-2024 18:49:09
5775998;0;tcn710;2379500;1800000;2400000;1.215242;0.526573;103.880340;487.499616;22.737371;21.051991;704.375696;0.000000;553.882848;2698725614022;5125074580189;914.160821;46906584914;32664394464;0;0;0;33271757416256;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712162963;39;03-04-2024 18:49:23
5775998;0;tcn710;2381500;1800000;2400000;1.117339;0.525130;112.149021;522.085816;0.005447;21.171531;758.112110;0.000000;550.109721;3145401143701;5989758233417;920.704359;54709451178;38096982271;0;0;0;46576237455216;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712162978;54;03-04-2024 18:49:38
5775998;0;tcn710;2385500;1800000;2400000;1.128339;0.520673;107.475961;518.249731;0.006501;21.926268;752.699255;0.000000;549.928396;3181264063816;6109911514127;922.471708;54721164909;38035473571;0;0;0;59895111127976;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712162990;66;03-04-2024 18:49:50
5775998;0;tcn710;2378000;1800000;2400000;1.212142;0.524019;110.758089;515.854616;0.006444;20.777987;763.751277;0.000000;550.209055;2688414026372;5130374545646;925.198273;46870108719;32608617767;0;0;0;71251821704024;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163002;78;03-04-2024 18:50:02
5775998;0;tcn710;2378750;1800000;2400000;1.106038;0.531407;102.017368;486.131615;0.003534;20.329434;737.616377;0.000000;550.227651;4895611064527;9212543207445;930.666931;86058688710;59877392233;0;0;0;92134435864184;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163024;100;03-04-2024 18:50:24
5775998;0;tcn710;2388500;1800000;2400000;1.113089;0.516492;91.632506;463.998397;0.003502;22.138881;725.744114;0.000000;552.374299;4978417239344;9638912423383;931.973872;86554521378;60265710542;0;0;0;113091739951848;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163046;122;03-04-2024 18:50:46
5775998;0;tcn710;2380500;1800000;2400000;1.109088;0.528451;96.637491;457.643020;0.003518;20.571981;767.219727;0.000000;551.938886;4942614940788;9353020589489;933.777244;86395318208;60149142035;0;0;0;134050402391232;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163067;143;03-04-2024 18:51:07
5775998;0;tcn710;2380000;1800000;2400000;1.059387;0.515205;93.752031;472.068926;0.003683;21.815850;723.674333;0.000000;547.095679;4727476530846;9175909676154;934.646998;82351833463;57384544030;0;0;0;154012141251688;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163089;166;03-04-2024 18:51:29
5775998;0;tcn710;2379750;1800000;2400000;1.098338;0.536984;112.132152;535.204604;0.003555;19.902205;741.714687;0.000000;550.445676;4891140761897;9108546888650;937.148701;86535947017;60113718293;0;0;0;175006153755264;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163111;188;03-04-2024 18:51:51
