STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595130274 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 97
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5471027743
CPU_CLOCKS_UNHALTED,PMC1,2613491900
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,73815604
TABLE,Group 1 Metric,L2,8
Metric,HWThread 97,
Runtime (RDTSC) [s],11.8794,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4777,
L2D load bandwidth [MBytes/s],397.6805,
L2D load data volume [GBytes],4.7242,
L2 bandwidth [MBytes/s],397.6805,
L2 data volume [GBytes],4.7242,
