STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.593076073 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 118
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5633432784
CPU_CLOCKS_UNHALTED,PMC1,2608334924
RETIRED_UOPS,PMC2,5632049411
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 118,
Runtime (RDTSC) [s],11.9336,
Runtime unhalted [s],1.0059,
Clock [MHz],-,
CPI,0.4630,
CPI (based on uops),0.4631,
IPC,2.1598,
