Timestamp (s),Power (W)
.122480452,300.00
1.131279741,300.00
2.091819462,325.00
3.238017122,325.00
4.441373414,325.00
5.414270899,325.00
6.441677240,325.00
7.398923917,325.00
8.412079897,325.00
9.347421221,500.00
10.334860830,500.00
11.304829728,500.00
12.268163029,500.00
13.286356504,500.00
14.268062198,500.00
15.266791482,500.00
16.219504864,500.00
17.197770991,525.00
18.178604303,525.00
19.116727838,525.00
20.098807331,525.00
21.089996615,525.00
22.066042606,525.00
23.026587846,525.00
24.001244723,525.00
24.981378067,525.00
25.967132376,525.00
26.905147438,525.00
27.876410306,525.00
28.863924668,525.00
29.845640421,525.00
30.810771233,525.00
31.775823153,525.00
32.769768578,525.00
33.737908976,525.00
34.710823916,525.00
35.665812180,525.00
36.603064323,525.00
37.565278320,525.00
38.530223008,525.00
39.510479614,525.00
40.476575781,525.00
41.455122964,525.00
42.422214686,525.00
43.393259188,525.00
44.360756720,525.00
45.330536120,550.00
46.299244033,550.00
47.265365790,550.00
48.290998602,550.00
49.228642494,550.00
50.213439957,550.00
51.181263247,550.00
52.177893660,550.00
53.144896920,550.00
54.105567358,550.00
55.082020558,550.00
56.069510099,550.00
57.048813151,550.00
58.032147566,550.00
58.995274017,550.00
60.005220859,550.00
60.959919166,550.00
61.972819573,550.00
62.945345774,550.00
63.929453478,550.00
64.880576874,550.00
65.865962171,550.00
66.828671091,550.00
67.812410137,550.00
68.775158208,550.00
69.751416863,550.00
70.725191265,550.00
71.695316494,550.00
72.664007406,550.00
73.617656985,550.00
74.588646967,550.00
75.539947076,550.00
76.514240671,550.00
77.488410387,550.00
78.451079514,550.00
79.418861670,550.00
80.381888206,550.00
81.318423892,550.00
82.280239027,550.00
83.264475940,550.00
84.268378900,550.00
85.265977470,550.00
86.374813324,550.00
87.349465394,550.00
88.338486167,550.00
89.324096134,550.00
90.274046770,550.00
91.245032167,550.00
92.252530285,550.00
93.228536663,550.00
94.223469920,550.00
95.218429258,550.00
96.193532924,550.00
97.155884775,550.00
98.139145314,550.00
99.117572772,550.00
100.073893264,550.00
101.036845370,550.00
102.015413371,550.00
102.999941591,550.00
103.986139882,550.00
104.962063229,550.00
105.938161069,550.00
106.906672183,550.00
107.874718935,550.00
108.901065449,550.00
109.862732073,550.00
110.838816653,550.00
111.864351848,550.00
112.865342884,550.00
113.769376992,550.00
114.772027910,550.00
115.743183999,550.00
116.721327770,550.00
117.707958362,550.00
118.701867284,550.00
119.674136870,550.00
120.679191817,550.00
121.649842553,550.00
122.611627220,550.00
123.525421390,550.00
124.504360571,550.00
125.454639063,550.00
126.468871887,550.00
127.449066000,550.00
128.366860908,550.00
129.356213707,550.00
130.394985339,550.00
131.370316051,550.00
132.366034277,550.00
133.331210878,550.00
134.323995692,550.00
135.312414708,550.00
136.297260355,550.00
137.273183051,550.00
138.241329172,550.00
139.204626912,550.00
140.170739902,550.00
141.133958560,550.00
142.111328874,550.00
143.087657183,550.00
144.063779006,550.00
145.031922958,550.00
146.029804811,550.00
146.998424865,550.00
147.965568032,550.00
148.932200585,550.00
149.887316048,550.00
150.860488777,550.00
151.830049535,550.00
152.808188149,550.00
153.780834155,550.00
154.778120059,550.00
155.741497360,550.00
156.721140821,550.00
157.688000245,550.00
158.690422185,550.00
159.680807565,550.00
160.651957572,550.00
161.628402927,550.00
162.651679328,550.00
163.629108927,550.00
164.585916139,550.00
165.555690003,550.00
166.528912100,550.00
167.517519497,550.00
168.537117890,550.00
169.504403915,550.00
170.500908602,550.00
171.483694629,550.00
172.443924684,550.00
173.439906238,550.00
174.425075183,550.00
175.398094215,550.00
176.481529084,550.00
177.479855915,550.00
178.493787242,550.00
179.467912061,550.00
180.474021319,550.00
181.452297808,550.00
182.424607893,550.00
183.417080343,550.00
184.408545497,550.00
185.410984798,550.00
186.391929909,550.00
187.316283730,550.00
188.303549689,550.00
189.293879136,550.00
190.284059819,550.00
191.257362678,550.00
192.253416859,550.00
193.226825121,550.00
194.228940253,550.00
195.208803788,550.00
196.180360233,550.00
197.165300064,550.00
198.150911133,550.00
199.132990623,550.00
200.112218340,550.00
201.118554449,550.00
202.020941278,550.00
203.003962721,550.00
203.990350149,550.00
204.952966130,550.00
205.911108068,550.00
206.873506423,550.00
207.854643739,550.00
208.790977700,550.00
209.760566186,550.00
210.736419989,550.00
211.718390756,550.00
212.679634493,550.00
213.642991382,550.00
214.609130902,550.00
215.588980885,550.00
216.560804947,550.00
217.538931598,550.00
218.455833231,550.00
219.459783269,550.00
220.376209784,550.00
221.380639473,550.00
222.337316939,550.00
223.291961443,550.00
224.256938746,550.00
225.200343109,550.00
226.180756707,550.00
227.189064123,550.00
228.147381320,550.00
229.104242849,550.00
230.092615117,550.00
231.107794974,550.00
232.164411538,550.00
233.138859137,550.00
234.130149998,550.00
235.130573196,550.00
236.368623705,550.00
237.336661035,550.00
238.281577266,550.00
239.237549954,550.00
240.199843879,550.00
241.159525849,550.00
242.138055001,550.00
243.114010968,550.00
244.086728134,550.00
245.014741393,550.00
246.020868134,550.00
246.994018481,550.00
247.922936993,550.00
248.899443103,550.00
249.876788345,550.00
250.861569282,550.00
251.857797526,550.00
252.822265916,550.00
253.792167752,550.00
254.748202792,550.00
255.701700727,550.00
256.631957752,550.00
257.602945625,550.00
258.577284772,550.00
259.555508145,550.00
260.531307078,550.00
261.488413404,550.00
262.447722855,550.00
263.425318903,550.00
264.400383738,550.00
265.354798297,550.00
266.360316773,550.00
267.317086460,550.00
268.283023527,550.00
269.266906793,550.00
270.244488330,550.00
271.205861903,550.00
272.163126073,550.00
273.141879810,550.00
274.100681638,550.00
275.096196224,550.00
276.063571277,550.00
277.028747785,550.00
278.015365668,550.00
278.987283424,550.00
279.957628311,550.00
280.950293196,550.00
281.934819667,550.00
282.898511238,550.00
283.865583073,550.00
284.856083334,550.00
285.889185158,550.00
286.830330562,550.00
287.840180846,550.00
