    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5762125-sb   jvandijk   experiment-perf- NP     1     2.54/2.60/---    2070.00    422.36   ---     ---   874289       ---      ---     ---   ---             ---     ---          
[0m[0m5762125-4    jvandijk   experiment-perf- NP     1     2.54/2.60/---    514.00     425.01   ---     ---   218453       ---      ---     ---   ---             ---     ---          
[0m[0m5762125-3    jvandijk   experiment-perf- NP     1     2.55/2.60/---    526.00     423.65   ---     ---   222841       ---      ---     ---   ---             ---     ---          
[0m[0m5762125-2    jvandijk   experiment-perf- NP     1     2.50/2.60/---    3.00       279.67   ---     ---   839          ---      ---     ---   ---             ---     ---          
[0m[0m5762125-1    jvandijk   experiment-perf- NP     1     2.54/2.60/---    509.00     425.50   ---     ---   216578       ---      ---     ---   ---             ---     ---          
[0m[0m5762125-0    jvandijk   experiment-perf- NP     1     2.53/2.60/---    513.00     419.10   ---     ---   214998       ---      ---     ---   ---             ---     ---          

