    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5776008-sb   jvandijk   experiment-ear.j MO     1     2.57/2.60/---    586.00     525.05   ---     ---   307680       ---      ---     ---   ---             ---     ---          
[0m[0m5776008-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   555.07     546.03   143.19  0.58  303082       1.6586   1.3     33.7  0.00/---        ---     ---          

