STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595130914 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 83
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2191088546677
CPU_CLOCKS_UNHALTED,PMC1,1379955149004
DATA_CACHE_ACCESSES,PMC2,1069857527393
DATA_CACHE_REFILLS_ALL,PMC3,6782359268
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 83,
Runtime (RDTSC) [s],562.9923,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6298,
data cache requests,1069857527393,
data cache request rate,0.4883,
data cache misses,6782359268,
data cache miss rate,0.0031,
data cache miss ratio,0.0063,
