    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5605089-sb   jvandijk   experiment-ear.j NP     1     2.38/2.40/---    339.00     710.92   ---     ---   241003       ---      ---     ---   ---             ---     ---          
[0m[0m5605089-0    jvandijk   experiment-ear.j MO     1     2.38/2.40/1.80   296.03     765.44   414.28  0.41  226594       2.3799   3.7     35.0  0.00/---        ---     ---          

