JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6096665      6096665      experimen+   standard                                                                                                                                                                                                             256   00:00:40  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G         10.51K                                                                                                                           billing=1+ billing=2+                                                                                                                                                                                                                                 
6096665.bat+ 6096665.bat+      batch               435480K      nid003297              0    435480K     20460K  nid003297          0     20460K        0    nid003297              0          0   00:00:00  nid003297          0   00:00:00        1        256   00:00:40  COMPLETED      0:0         2G             0             0             0                    10.23K       61.45M       nid003297               0         61.45M       57.10M        nid003297                0         57.10M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=257,fs/+ energy=nid003297,f+ fs/disk=0,fs/lustr+ energy=123,fs/+ energy=123,fs/+ 
6096665.ext+ 6096665.ext+     extern                 7508K      nid003297              0      7508K       740K  nid003297          0       740K        0    nid003297              0          0   00:00:00  nid003297          0   00:00:00        1        256   00:00:40  COMPLETED      0:0      2.25G             0             0             0                    10.51K        0.00M       nid003297               0          0.00M        0.00M        nid003297                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=261,fs/+ energy=nid003297,f+ fs/disk=0,fs/lustr+ energy=123,fs/+ energy=123,fs/+ 
6096665.0    6096665.0    perfwrapp+               284192K      nid003297             87    284192K      5000K  nid003297          0    5057888        2    nid003297             24          0   00:00:00  nid003297         87   00:00:00      128        256   00:00:08  COMPLETED      0:0       256G       Unknown            2G       Unknown                     1.39K        2.97M       nid003297               0          2.67M        0.01M        nid003297                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=65,fs/disk=0,+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=87,fs/disk=87+ cpu=00:00:02,+ energy=251,fs/+ energy=nid003297,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=222,fs/+ 
6096665.1    6096665.1    perfwrapp+               284192K      nid003297             96    284192K      4936K  nid003297         73   4194.50K      125    nid003297              2          3   00:00:00  nid003297         96   00:00:00      128        256   00:00:07  COMPLETED      0:0       256G       Unknown            2G       Unknown                     1.18K        2.97M       nid003297               0          2.81M        0.01M        nid003297                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:01,+ cpu=nid003297,ene+ cpu=9,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=96,fs/disk=96+ cpu=00:00:10,+ energy=393,fs/+ energy=nid003297,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=229,fs/+ 
6096665.2    6096665.2    perfwrapp+               284192K      nid003297             55    284192K      4960K  nid003297         78    4232288        2    nid003297             36          0   00:00:00  nid003297         55   00:00:00      128        256   00:00:03     FAILED      1:0       256G       Unknown            2G       Unknown                       644        0.08M       nid003297             101          0.06M        0.00M        nid003297                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=22,fs/disk=10+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=55,fs/disk=55+ cpu=00:00:02,+ energy=263,fs/+ energy=nid003297,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=225,fs/+ 
6096665.3    6096665.3    perfwrapp+               284192K      nid003297            120    284192K      4980K  nid003297          0    5035072        4    nid003297              5          0   00:00:00  nid003297        120   00:00:00      128        256   00:00:06  COMPLETED      0:0       256G       Unknown            2G       Unknown                     1.22K        2.97M       nid003297               0          2.78M        0.01M        nid003297                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:01,+ cpu=nid003297,ene+ cpu=5,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=120,fs/disk=1+ cpu=00:00:04,+ energy=404,fs/+ energy=nid003297,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=226,fs/+ 
6096665.4    6096665.4    cube-benc+               284192K      nid003297            120    284192K      5004K  nid003297         40    4948416      130    nid003297             41         84   00:00:00  nid003297        120   00:00:01      128        256   00:00:03  COMPLETED      0:0       256G       Unknown            2G       Unknown                       665        2.88M       nid003297               0          2.54M        0.01M        nid003297                0          0.00M            cpu=256,m+ cpu=00:00:01,+ cpu=00:00:01,+ cpu=nid003297,ene+ cpu=51,fs/disk=0,+ cpu=00:00:00,+ cpu=nid003297,ene+ cpu=120,fs/disk=1+ cpu=00:02:37,+ energy=389,fs/+ energy=nid003297,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=225,fs/+ 
