Timestamp (s),Power (W)
.112386536,529.20
1.274513485,529.20
2.266811176,529.20
3.287859983,529.20
4.656454266,529.20
5.891552176,529.20
6.883386075,529.20
7.915662626,529.20
8.961349170,529.20
10.021961337,529.20
11.022926268,664.00
12.126287220,664.00
13.248858523,664.00
14.279697886,664.00
15.298433725,664.00
16.321936364,664.00
17.349764121,664.00
18.743812773,664.00
19.865772243,664.00
20.870428352,664.00
21.948931621,664.00
22.993518841,696.00
24.093311894,696.00
25.112697067,696.00
26.129741242,696.00
27.133604999,696.00
28.166757183,696.00
29.495944463,696.00
30.532518977,696.00
31.576566086,696.00
32.665259877,696.00
33.783044374,696.00
34.817102843,688.00
35.978677692,688.00
37.034238849,688.00
38.033874274,688.00
39.141407942,688.00
40.153177292,688.00
41.230378000,688.00
42.276691922,688.00
43.301173683,688.00
44.601615571,688.00
45.723839129,688.00
46.849540975,688.00
47.936131993,688.00
48.981609097,688.00
50.006388126,688.00
51.126601433,688.00
52.167473867,688.00
53.201362575,688.00
54.282527051,688.00
55.313671457,688.00
56.376202093,688.00
57.456246055,2040.00
58.862819454,2040.00
59.944399165,2040.00
61.076704090,2040.00
62.163558963,2040.00
63.197561887,2040.00
64.479512939,2040.00
65.731889962,2040.00
66.811121502,2040.00
67.893425122,2040.00
68.938153762,688.00
70.053220995,688.00
71.143749056,688.00
72.208629234,688.00
73.274384774,688.00
74.276212254,688.00
75.326604856,688.00
76.363667826,688.00
77.425798726,688.00
78.761494433,688.00
79.879099060,704.00
81.018207074,704.00
82.102869951,704.00
83.196621633,704.00
84.228387859,704.00
85.239161741,704.00
86.312373372,704.00
87.346865923,704.00
88.379354822,704.00
89.502675554,704.00
90.523741199,704.00
91.503985800,704.00
92.680610859,704.00
93.763579686,704.00
94.903391716,704.00
95.983928928,704.00
97.099440328,704.00
98.162975329,704.00
99.176472116,704.00
100.266082265,704.00
101.334186897,704.00
102.318252149,704.00
103.347307881,712.00
104.679619672,712.00
105.829025630,712.00
106.888429550,712.00
107.912365279,712.00
108.917647125,712.00
109.974518218,712.00
