STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595140624 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 53
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2976647139759
CPU_CLOCKS_UNHALTED,PMC1,1628532245575
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,31619304256
TABLE,Group 1 Metric,L2,8
Metric,HWThread 53,
Runtime (RDTSC) [s],664.6697,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5471,
L2D load bandwidth [MBytes/s],3044.5731,
L2D load data volume [GBytes],2023.6355,
L2 bandwidth [MBytes/s],3044.5731,
L2 data volume [GBytes],2023.6355,
