STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595148599 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 39
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2532137105267
CPU_CLOCKS_UNHALTED,PMC1,1623469363931
DATA_CACHE_ACCESSES,PMC2,1237009532020
DATA_CACHE_REFILLS_ALL,PMC3,8159282051
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 39,
Runtime (RDTSC) [s],666.8644,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6411,
data cache requests,1237009532020,
data cache request rate,0.4885,
data cache misses,8159282051,
data cache miss rate,0.0032,
data cache miss ratio,0.0066,
