STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595147276 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 48
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3387906467995
CPU_CLOCKS_UNHALTED,PMC1,1645403146901
DATA_CACHE_ACCESSES,PMC2,1704508036145
DATA_CACHE_REFILLS_ALL,PMC3,6256553627
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 48,
Runtime (RDTSC) [s],667.2437,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4857,
data cache requests,1704508036145,
data cache request rate,0.5031,
data cache misses,6256553627,
data cache miss rate,0.0018,
data cache miss ratio,0.0037,
