    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5775984-sb   jvandijk   experiment-ear.j MO     1     2.71/2.60/---    513.00     206.15   ---     ---   105754       ---      ---     ---   ---             ---     ---          
[0m[0m5775984-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   493.14     406.79   77.42   0.65  200603       1.2226   0.7     25.3  0.00/---        ---     ---          

