Timestamp (s),Power (W)
.130029771,300.00
1.129315100,300.00
2.076538214,300.00
3.277792798,300.00
4.397699302,300.00
5.405994698,300.00
6.414493728,475.00
7.426667021,475.00
8.392306296,500.00
9.373960324,500.00
10.372834993,500.00
11.359447344,500.00
12.342417854,500.00
13.331945959,500.00
14.309819562,500.00
15.273414176,500.00
16.238775664,500.00
17.212842261,500.00
18.203337860,500.00
19.182185567,500.00
20.136536690,500.00
21.077586108,500.00
22.060570309,525.00
22.973649247,525.00
23.954227197,525.00
24.918153839,525.00
25.882635186,525.00
26.973873462,525.00
27.958519174,525.00
28.947056933,525.00
29.945998764,525.00
30.903504946,525.00
31.919006162,525.00
32.889084129,525.00
33.888960473,525.00
34.874786575,525.00
35.868591617,525.00
36.847125765,550.00
37.821636814,550.00
38.799668770,550.00
39.789248476,550.00
40.761481547,550.00
41.720057523,525.00
42.676995616,525.00
43.645935319,525.00
44.628243458,525.00
45.623613104,525.00
46.590782143,525.00
47.553312856,525.00
48.529931462,550.00
49.521561814,525.00
50.519085083,525.00
51.483020641,525.00
52.445397251,525.00
53.400265892,525.00
54.361499232,525.00
55.324777814,525.00
56.420939295,550.00
57.385032427,550.00
58.319782244,550.00
59.316922904,550.00
60.304594857,550.00
61.285205553,550.00
62.265638724,550.00
63.229270455,550.00
64.225408370,550.00
65.170309571,550.00
66.179398211,550.00
67.142768425,550.00
68.116630412,550.00
69.099965026,550.00
70.093921946,550.00
71.055682900,550.00
72.038631305,550.00
73.008282596,550.00
73.967517567,550.00
74.931092636,550.00
75.921334343,550.00
76.883586519,550.00
77.855217140,550.00
78.769917455,550.00
79.767302591,550.00
80.728632254,550.00
81.707409414,550.00
82.682088762,550.00
83.652528763,550.00
84.609698921,550.00
85.595451696,550.00
86.629353457,550.00
87.661249228,550.00
88.635547346,550.00
89.614771807,550.00
90.577119385,550.00
91.553186078,550.00
92.525601398,550.00
93.482488900,550.00
94.459562467,550.00
95.433389323,550.00
96.395131917,550.00
97.323235597,550.00
98.277728689,550.00
99.252836127,550.00
100.208946489,550.00
101.178483477,550.00
102.140086107,550.00
103.117046412,550.00
104.075409010,550.00
105.045566625,550.00
106.047146301,550.00
107.015907109,550.00
107.978697628,550.00
108.952181305,550.00
109.927125767,550.00
110.885980707,550.00
111.878348607,550.00
112.839151215,550.00
113.855456713,550.00
114.832303774,550.00
115.829570655,550.00
116.810164630,550.00
117.778746404,550.00
118.786000635,550.00
119.799323009,550.00
120.778503438,550.00
121.742247000,550.00
122.717341467,550.00
123.692990557,550.00
124.653442668,550.00
125.630446852,550.00
126.595468777,550.00
127.534795188,550.00
128.493192897,550.00
129.477583836,550.00
130.470079218,550.00
131.430721293,550.00
132.394110656,550.00
133.364370552,550.00
134.337454548,550.00
135.349604712,550.00
136.309919169,550.00
137.264988124,550.00
138.238396689,550.00
139.223111166,550.00
140.196989142,550.00
141.111118923,550.00
142.110297792,550.00
143.075867190,550.00
144.055961512,550.00
145.018215758,550.00
145.990361210,550.00
147.002872294,550.00
147.984500254,550.00
148.910300217,550.00
149.898846400,550.00
150.862706575,550.00
151.825524925,550.00
152.803170475,550.00
153.770208970,550.00
154.737429459,550.00
155.706152917,550.00
156.670367181,550.00
157.661641732,550.00
158.623894317,550.00
159.606223755,550.00
160.552579203,550.00
161.546110280,550.00
162.503799991,550.00
163.488145670,550.00
164.459643736,550.00
165.433541973,550.00
166.397798438,550.00
167.340741490,550.00
168.315762555,550.00
169.290024741,550.00
170.265763700,550.00
171.232687317,550.00
172.207130941,550.00
173.156375196,550.00
174.139623971,550.00
175.115753947,550.00
176.087130395,550.00
177.062089243,550.00
178.036008274,550.00
179.012472759,550.00
179.984873452,550.00
180.975369448,550.00
181.948177141,550.00
182.919151289,550.00
183.903532372,550.00
184.878478488,550.00
185.847590660,550.00
186.837374238,550.00
187.816724764,550.00
188.770461262,550.00
189.726911177,550.00
190.739305489,550.00
191.658872883,550.00
192.658073006,550.00
193.694605711,550.00
194.661586679,550.00
195.616384173,550.00
196.695330617,550.00
197.678166021,550.00
198.672571774,550.00
199.632947537,550.00
200.662347124,550.00
201.590111894,550.00
202.534775364,550.00
203.510662705,550.00
204.493603022,550.00
205.456206290,550.00
206.575765599,550.00
207.493906417,550.00
208.451178763,550.00
209.415161066,550.00
210.355151230,550.00
211.306511318,550.00
212.237939988,550.00
213.208396643,550.00
214.174726525,550.00
215.143226931,550.00
216.115715606,550.00
217.097026932,550.00
218.060425581,550.00
219.030954378,550.00
220.023805122,550.00
220.973440207,550.00
221.959602334,550.00
222.925807413,550.00
223.914552264,550.00
224.885572563,550.00
225.870378106,550.00
226.859087927,550.00
227.830755752,550.00
228.819131135,550.00
229.788952034,550.00
230.762309381,550.00
231.691520696,550.00
232.708273127,550.00
233.686124706,550.00
234.607231169,550.00
235.594663106,550.00
236.601088817,550.00
237.570959392,550.00
238.575632239,550.00
239.554444038,550.00
240.523414601,550.00
241.508841206,550.00
242.524546709,550.00
243.497322588,550.00
244.460819294,550.00
245.430675589,550.00
246.414217517,550.00
247.380092013,550.00
248.373214510,550.00
249.353179698,550.00
250.320524111,550.00
251.274815677,550.00
252.240538388,550.00
253.221806029,550.00
254.189214383,550.00
255.208144077,550.00
256.179629433,550.00
257.165753735,550.00
258.145238471,550.00
259.104017969,550.00
260.101080196,550.00
261.064098670,550.00
262.020968530,550.00
263.005197925,550.00
263.974655180,550.00
264.951105881,550.00
265.931119420,550.00
266.866716468,550.00
267.845233600,550.00
268.828311206,550.00
269.801611468,550.00
270.775537265,550.00
271.754436597,550.00
272.759577575,550.00
273.694514926,550.00
274.695858989,550.00
275.691795268,550.00
276.707684875,550.00
277.695958661,550.00
278.664775250,550.00
279.646025071,550.00
280.624816150,550.00
281.578246014,550.00
282.563422663,550.00
283.558491029,550.00
284.546203161,550.00
285.528957099,550.00
286.481510522,550.00
287.428237368,550.00
288.405362395,550.00
289.382534253,550.00
290.363239060,550.00
291.312949931,550.00
292.276957350,550.00
293.234254581,550.00
294.218957938,550.00
295.210637929,550.00
296.300809396,550.00
297.307976216,550.00
298.270512808,550.00
299.262466876,550.00
300.230347172,550.00
301.208851883,550.00
302.203618822,550.00
303.153361914,550.00
304.129869436,550.00
305.072740415,550.00
306.015454211,550.00
307.026301133,550.00
308.000872516,550.00
308.986145857,550.00
309.951431428,550.00
310.899086978,550.00
311.871815795,550.00
312.809219218,550.00
313.802736495,550.00
314.719563863,550.00
315.710814664,550.00
316.680189897,550.00
317.641886498,550.00
318.636999506,550.00
319.595930247,550.00
320.576208854,550.00
321.552165082,550.00
322.532433727,550.00
323.493513293,550.00
324.482319973,550.00
325.504725803,550.00
326.475003349,550.00
327.469213814,550.00
328.415937321,550.00
329.379400636,550.00
330.357397385,550.00
331.320163363,550.00
332.276808458,550.00
333.273492484,550.00
334.204832225,550.00
335.169124232,550.00
336.110482714,550.00
337.092431352,550.00
338.065539858,550.00
339.033185388,550.00
340.035241479,550.00
341.014737636,550.00
341.938737763,550.00
342.943169394,550.00
343.925904352,550.00
344.906576438,550.00
345.882482244,550.00
346.863209682,550.00
347.837350274,550.00
348.755752812,550.00
349.742734626,550.00
350.709967245,550.00
351.703471562,550.00
352.661331567,550.00
353.627166822,550.00
354.574182556,550.00
355.554370319,550.00
356.629352186,550.00
357.584825041,550.00
358.582735019,550.00
359.542431000,550.00
360.545181668,550.00
361.511022113,550.00
362.493621287,550.00
363.455013491,550.00
364.454436226,550.00
365.417511302,550.00
366.375626844,550.00
367.339405618,550.00
368.350698951,550.00
369.329720817,550.00
370.327662797,550.00
371.293934443,550.00
372.255073442,550.00
373.216339993,550.00
374.191428650,550.00
375.165529093,550.00
376.160385026,550.00
377.127635107,550.00
378.101862772,550.00
379.080609122,550.00
380.063439412,550.00
381.047387822,550.00
382.013753241,550.00
382.995267799,550.00
383.964789367,550.00
384.938060499,550.00
385.906409458,550.00
386.890737926,550.00
387.879832684,550.00
388.872730848,550.00
389.850896852,550.00
390.847061497,550.00
391.852385901,550.00
392.831456458,550.00
393.816898085,550.00
394.782050133,550.00
395.765575912,550.00
396.752092336,550.00
397.703873480,550.00
398.728231740,550.00
399.689573393,550.00
400.659904262,550.00
401.622538477,550.00
402.581473480,550.00
403.533330216,550.00
404.521101051,550.00
405.488740402,550.00
406.452222849,550.00
407.419377688,550.00
408.403408369,550.00
409.351906621,550.00
410.322152587,550.00
411.285938021,550.00
412.261454530,550.00
413.210854614,550.00
414.188564987,550.00
415.191716877,550.00
416.251357541,550.00
417.221793372,550.00
418.169763981,550.00
419.132172510,550.00
420.137680329,550.00
421.108083639,550.00
422.070719555,550.00
423.062929411,550.00
424.039157607,550.00
425.036093881,550.00
425.997001324,550.00
426.986335337,550.00
427.971232170,550.00
428.948867992,550.00
429.913527778,550.00
430.921637022,550.00
431.908841823,550.00
432.904256019,550.00
433.863181151,550.00
434.836728880,550.00
435.817914810,550.00
436.781129230,550.00
437.750470814,550.00
438.699911639,550.00
439.660496664,550.00
440.660323021,550.00
441.622621768,550.00
442.562759860,550.00
443.528129794,550.00
444.486493293,550.00
445.482962606,550.00
446.560835556,550.00
447.538643792,550.00
448.522148310,550.00
449.470152339,550.00
450.430837826,550.00
451.397902392,550.00
452.379821561,550.00
453.345975344,550.00
454.289091242,550.00
455.289357599,550.00
456.258407565,550.00
457.224096288,550.00
458.192400465,550.00
459.147215545,550.00
460.071944022,550.00
460.993805337,550.00
461.975143911,550.00
462.950927816,550.00
463.921260034,550.00
464.896405733,550.00
465.852721480,550.00
466.805384857,550.00
467.815692645,550.00
468.782718201,550.00
469.750679000,550.00
