    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5605087-sb   jvandijk   experiment-ear.j NP     1     2.38/2.40/---    333.00     684.72   ---     ---   228012       ---      ---     ---   ---             ---     ---          
[0m[0m5605087-0    jvandijk   experiment-ear.j MO     1     2.38/2.40/1.80   290.94     737.41   372.16  0.42  214540       2.5113   3.8     33.2  0.00/---        ---     ---          

