Cnode ID, Thread ID,CYCLES_NOT_IN_HALT,RETIRED_INSTRUCTIONS,perf::PERF_COUNT_HW_CACHE_L1D:MISS,perf::PERF_COUNT_HW_CACHE_L1D:ACCESS,execution,mpi,comp,regionName,iteration
0,0,1391729570336,2900884180145,12695018607,1552149677566,551.616,210.65,340.966,iterate,0
0,1,1382320175029,2544871098987,14945176146,1351201901933,551.616,143.154,408.463,iterate,0
0,2,1378734267907,2492112191095,15023343625,1322996500982,551.613,127.768,423.846,iterate,0
0,3,1376981454683,2570884740350,14859290052,1368585906472,551.615,150.773,400.842,iterate,0
0,4,1376249206004,2529707797506,14901215321,1344509755134,551.616,148.744,402.871,iterate,0
0,5,1383713801000,2487240095206,14934986831,1318870479579,551.615,133.119,418.496,iterate,0
0,6,1380129282422,2495216251684,14981549962,1323861212890,551.614,130.456,421.159,iterate,0
0,7,1393538500899,2901244832674,12951513990,1551142853388,551.612,207.521,344.091,iterate,0
0,8,1385718353608,2704510574768,13695706804,1444045895951,551.615,176.587,375.028,iterate,0
0,9,1371184929574,2344990115776,16284991381,1244584616744,551.621,107.129,444.492,iterate,0
0,10,1364087383175,2295156739537,16222056877,1216704587974,551.623,94.6066,457.016,iterate,0
0,11,1366851117375,2341740890634,16082920583,1245463105442,551.615,114.141,437.473,iterate,0
0,12,1361167296240,2334846747393,16059918167,1237535489285,551.617,110.891,440.726,iterate,0
0,13,1370639429219,2301889587391,16330489896,1219599869825,551.621,98.0085,453.613,iterate,0
0,14,1371402030534,2276747446510,16301389306,1206697861136,551.62,95.687,455.933,iterate,0
0,15,1389473440644,2756022622587,13938420617,1470324983657,551.618,175.018,376.6,iterate,0
0,16,1388380964966,2745588294371,13688138333,1465286021909,551.618,180.07,371.549,iterate,0
0,17,1371442177860,2376471358637,16238329084,1258620493086,551.624,107.48,444.143,iterate,0
0,18,1361892341577,2284415028043,16272510423,1208917691573,551.621,96.7373,454.884,iterate,0
0,19,1363588971639,2393691997044,16072862398,1270207432075,551.62,118.414,433.206,iterate,0
0,20,1360094128185,2329894133731,16127741632,1233322626784,551.616,112.903,438.713,iterate,0
0,21,1368373157876,2325274112339,16252199770,1231236504587,551.619,102.105,449.514,iterate,0
0,22,1367435227566,2281886598323,16397294301,1208594212746,551.622,97.1042,454.517,iterate,0
0,23,1390959041668,2764484615696,14118339365,1474560591795,551.616,176.508,375.108,iterate,0
0,24,1393609652054,2910942670583,13294313520,1555510185009,551.616,204.786,346.83,iterate,0
0,25,1380012056160,2476664475871,29707419391,1311154188733,551.62,131.215,420.404,iterate,0
0,26,1377357308637,2399675968120,15342286640,1268290617000,551.618,114.656,436.962,iterate,0
0,27,1375381830587,2521590562253,15300843194,1337262673059,551.619,140.854,410.765,iterate,0
0,28,1376360475812,2505054982516,15098386394,1329693256707,551.615,135.434,416.181,iterate,0
0,29,1383380671572,2419198983471,15266475139,1279122128832,551.619,119.19,432.428,iterate,0
0,30,1380408247716,2407071552208,15331668730,1273329864252,551.619,118.518,433.101,iterate,0
0,31,1396404651354,2892320843237,13299524038,1543861858955,551.613,201.215,350.397,iterate,0
0,32,1387422300368,2720245800179,13727913163,1450832502010,551.617,175.036,376.581,iterate,0
0,33,1367703778789,2335273539676,16651318609,1239440666988,551.617,103.856,447.762,iterate,0
0,34,1364309082049,2250655822337,16573102456,1193287390423,551.618,92.5868,459.031,iterate,0
0,35,1358276952499,2339478696718,16275710199,1244827649366,551.616,113.33,438.286,iterate,0
0,36,1360927930938,2342893248775,15967479959,1240702968220,551.614,116.533,435.081,iterate,0
0,37,1366222320269,2256042895162,16446829266,1195465524175,551.613,93.4038,458.209,iterate,0
0,38,1371673173016,2270498340921,16552783572,1203761592905,551.616,91.79,459.826,iterate,0
0,39,1385999544184,2682722969005,14140320738,1430898702619,551.612,169.639,381.974,iterate,0
0,40,1389553794491,2713076741850,14825060997,1445314640124,551.621,154.012,397.609,iterate,0
0,41,1377244226533,2256207649049,18006653638,1192787765962,551.622,77.5267,474.096,iterate,0
0,42,1365854050750,2176992362295,17990160138,1149729170810,551.626,68.1958,483.43,iterate,0
0,43,1355909713300,2213910574478,17649304345,1173203786773,551.623,87.4586,464.165,iterate,0
0,44,1360494989451,2234307210550,17494183197,1180452468186,551.618,88.744,462.874,iterate,0
0,45,1368412791115,2177438060156,17929477983,1149407357599,551.624,66.4251,485.198,iterate,0
0,46,1372248546444,2163769603211,18020846954,1141750503543,551.624,65.2121,486.412,iterate,0
0,47,1385584605346,2619360159196,15341316192,1392727665119,551.62,146.218,405.403,iterate,0
0,48,1389032070552,2622100084549,14934302407,1395469253907,551.62,151.814,399.807,iterate,0
0,49,1377730722943,2253405755460,18047059896,1191431119581,551.627,76.7047,474.923,iterate,0
0,50,1364397166292,2157386864427,18005856776,1139005421331,551.627,66.4614,485.165,iterate,0
0,51,1356930162361,2208914111370,17673140259,1168273804291,551.626,86.043,465.583,iterate,0
0,52,1362693686690,2277002991668,17430986977,1201612800305,551.622,88.9112,462.711,iterate,0
0,53,1367805650984,2162114851070,17895767049,1140970696340,551.624,68.6317,482.992,iterate,0
0,54,1371735070035,2169627259928,18034118717,1144835687036,551.624,65.0607,486.563,iterate,0
0,55,1385749826215,2575451457130,15370022192,1368014118634,551.621,143.594,408.027,iterate,0
0,56,1392341678569,2719803833161,14055519389,1448657756904,551.617,171.501,380.115,iterate,0
0,57,1369031220453,2347208617203,17062541670,1240123996571,551.623,98.7441,452.879,iterate,0
0,58,1367212492735,2233013928053,18481351373,1178493788599,551.625,86.0686,465.556,iterate,0
